chromosome	start	end	celltypes
chr22	32360000	32400000	H1, LI, SX
chr22	32400000	32440000	GM12878
chr22	32760000	32800000	HC, LV, MES
chr22	32800000	32840000	LI, NPC
chr22	32840000	32880000	SB
chr22	32920000	32960000	GM12878
chr22	33280000	33320000	GM12878
chr22	33360000	33400000	AO
chr22	33440000	33480000	SX
chr22	33480000	33520000	PA, PO
chr22	33520000	33560000	AD, BL, IMR90, LG, LI, MSC, OV
chr22	33560000	33600000	LV, RV, TRO
chr22	33600000	33640000	CO, HC
chr22	33640000	33680000	H1, MES, NPC
chr22	34320000	34360000	LV
chr22	34360000	34400000	TRO
chr22	34440000	34480000	GM12878, LG
chr22	34480000	34520000	LI
chr22	34800000	34840000	H1
chr22	35560000	35600000	SX
chr22	35600000	35640000	PO
chr22	35640000	35680000	AD, AO, BL, CO, GM12878, HC, IMR90, LG, LI, LV, MSC, OV, PA, RV
chr22	35680000	35720000	H1, NPC, SB, TRO
chr22	35720000	35760000	MES
chr22	36840000	36880000	H1, IMR90, MES
chr22	36880000	36920000	MSC, NPC, OV, TRO
chr22	36920000	36960000	AD, BL, CO, GM12878, HC, LG, LI, PA, SB
chr22	36960000	37000000	AO, LV, PO, RV, SX
chr22	37960000	38000000	LG, OV, PA, SB
chr22	38000000	38040000	AD, AO, LI, LV, PO, RV
chr22	38040000	38080000	BL, CO, NPC
chr22	38080000	38120000	GM12878, HC, TRO
chr22	38120000	38160000	H1, IMR90, MSC
chr22	38200000	38240000	MES
chr22	38240000	38280000	SX
chr22	39080000	39120000	H1, MES, NPC, OV, SB, SX, TRO
chr22	39120000	39160000	AD, BL, CO, GM12878, IMR90, LI, LV, MSC
chr22	39160000	39200000	AO, HC, LG, PA, PO, RV
chr22	39560000	39600000	GM12878, OV, PA
chr22	39600000	39640000	LG, LV
chr22	39640000	39680000	H1
chr22	39760000	39800000	NPC
chr22	40400000	40440000	PO
chr22	40480000	40520000	LI
chr22	40760000	40800000	H1, MES
chr22	40800000	40840000	IMR90, MSC, TRO
chr22	40880000	40920000	OV
chr22	41240000	41280000	LG, LV, SX
chr22	41280000	41320000	AO
chr22	41880000	41920000	GM12878
chr22	41920000	41960000	H1
chr22	41960000	42000000	IMR90, MES, MSC, NPC, TRO
chr22	42000000	42040000	AD, LI, SB
chr22	42040000	42080000	AO, CO, LG, LV, OV, PA, PO, RV, SX
chr22	42080000	42120000	BL, HC
chr22	42960000	43000000	BL, H1, LV, MES, RV
chr22	43000000	43040000	GM12878, HC, IMR90, LG, MSC, NPC, PA, PO, TRO
chr22	43040000	43080000	AO, CO, LI, OV
chr22	43080000	43120000	AD, SX
chr22	43520000	43560000	NPC
chr22	43560000	43600000	AD, H1, HC, IMR90, MES
chr22	43600000	43640000	AO, BL, CO, GM12878, LG, LI, LV, MSC, OV, PA, SB, TRO
chr22	43640000	43680000	PO, RV, SX
chr22	44200000	44240000	RV
chr22	44240000	44280000	LG
chr22	44280000	44320000	GM12878, H1, IMR90, LV, MES, NPC
chr22	44320000	44360000	AD, CO, HC, LI, OV, TRO
chr22	45120000	45160000	TRO
chr22	45160000	45200000	GM12878, H1, HC, IMR90, MES, NPC
chr22	45200000	45240000	AD, LV, MSC, OV
chr22	45240000	45280000	PA
chr22	45360000	45400000	BL, SX
chr22	45400000	45440000	CO
chr22	45440000	45480000	PO
chr22	45480000	45520000	AO, LV, SB
chr22	45520000	45560000	H1, LG, LI, MES, OV, RV
chr22	45920000	45960000	GM12878, HC, LV, MES, SX
chr22	45960000	46000000	AD, BL, RV
chr22	46000000	46040000	TRO
chr22	46240000	46280000	SB
chr22	46320000	46360000	LV
chr22	46360000	46400000	RV
chr22	47040000	47080000	H1, MES, OV, TRO
chr22	47080000	47120000	CO, HC, NPC
chr22	47120000	47160000	AO, LV
chr22	47640000	47680000	SB
chr3	100000000	100040000	AD
chr3	100040000	100080000	AO, BL, CO, GM12878, H1, HC, MES, MSC, OV
chr3	100080000	100120000	IMR90, LG, PA, TRO
chr3	100120000	100160000	LV, PO, RV
chr3	100440000	100480000	H1, LG, MES
chr3	100480000	100520000	TRO
chr3	100560000	100600000	LI
chr3	100600000	100640000	SB
chr3	101320000	101360000	SB
chr3	101360000	101400000	GM12878, HC, LI, SX
chr3	101400000	101440000	AD, AO, CO, LG, LV, NPC, PA, PO, RV, TRO
chr3	101440000	101480000	BL, H1, IMR90, MES, MSC, OV
chr3	101920000	101960000	CO, LI, RV
chr3	101960000	102000000	HC, LV, MSC
chr3	102000000	102040000	AO, IMR90, LG, PA, PO, SB
chr3	102040000	102080000	SX
chr3	102240000	102280000	H1, NPC
chr3	102280000	102320000	MES
chr3	102320000	102360000	GM12878, SB
chr3	10240000	10280000	NPC
chr3	10280000	10320000	H1, MES, OV
chr3	10320000	10360000	AD, IMR90, LI, LV, RV
chr3	10360000	10400000	BL, LG, MSC, PA, TRO
chr3	103600000	103640000	AO
chr3	103640000	103680000	LI, MES
chr3	103680000	103720000	CO, GM12878, H1, HC
chr3	103720000	103760000	MSC, SX, TRO
chr3	103760000	103800000	AD, OV, PA
chr3	103840000	103880000	BL, LV, RV
chr3	103880000	103920000	IMR90, NPC
chr3	103920000	103960000	LG, PO
chr3	10400000	10440000	AO, GM12878, PO, SB, SX
chr3	104240000	104280000	SB
chr3	105160000	105200000	CO, GM12878, LV
chr3	105200000	105240000	AO, BL, LI, MSC, RV, SX
chr3	105240000	105280000	AD, H1, HC, IMR90, LG, MES, NPC, OV, PA, PO
chr3	105280000	105320000	TRO
chr3	106840000	106880000	HC, LG, LV, PO, SB, SX
chr3	106880000	106920000	AD, BL, CO, IMR90, LI, MSC, OV, PA, RV, TRO
chr3	106920000	106960000	AO, GM12878, H1, MES, NPC
chr3	107520000	107560000	H1, MES
chr3	10760000	10800000	H1
chr3	107640000	107680000	LV
chr3	108280000	108320000	H1
chr3	108320000	108360000	MES, NPC
chr3	108360000	108400000	AD, BL, CO, HC, LI, OV
chr3	108400000	108440000	IMR90, LG, LV, MSC, RV
chr3	108440000	108480000	AO, PO
chr3	108680000	108720000	CO, HC, MSC
chr3	108720000	108760000	AD, NPC, SX
chr3	108760000	108800000	IMR90, LI
chr3	108800000	108840000	GM12878, PA
chr3	108920000	108960000	H1, TRO
chr3	108960000	109000000	MES
chr3	109000000	109040000	SB
chr3	10920000	10960000	NPC
chr3	11000000	11040000	OV
chr3	110000000	110040000	SX
chr3	110040000	110080000	RV
chr3	110080000	110120000	LV
chr3	111240000	111280000	SB
chr3	111280000	111320000	LG, LV, PO, RV
chr3	111320000	111360000	AD, AO, BL, CO, GM12878, HC, IMR90, MSC, PA, SX, TRO
chr3	111360000	111400000	H1, LI, MES, NPC, OV
chr3	111680000	111720000	GM12878
chr3	111720000	111760000	NPC
chr3	111760000	111800000	CO, H1, HC, SX
chr3	111800000	111840000	AO, LI, MES, MSC, TRO
chr3	111840000	111880000	AD, BL, IMR90, LG, LV, PA, PO, RV, SB
chr3	111880000	111920000	OV
chr3	112240000	112280000	MSC
chr3	112280000	112320000	AO, LI, NPC, PA, SX, TRO
chr3	112320000	112360000	AD, BL, CO, GM12878, H1, HC, LG, MES, PO, RV, SB
chr3	112360000	112400000	LV
chr3	112640000	112680000	PO
chr3	112680000	112720000	LG, MSC
chr3	112720000	112760000	OV
chr3	112760000	112800000	BL, LI, LV, NPC, TRO
chr3	112800000	112840000	H1, MES
chr3	113360000	113400000	SB
chr3	113400000	113440000	HC
chr3	113440000	113480000	AD, CO, LV, RV
chr3	113480000	113520000	OV, SX
chr3	113520000	113560000	AO, BL, IMR90, LG, MSC, PA, PO
chr3	113560000	113600000	NPC
chr3	113640000	113680000	H1
chr3	113680000	113720000	MES
chr3	113720000	113760000	TRO
chr3	113760000	113800000	GM12878, LI
chr3	113800000	113840000	LG, SB
chr3	113840000	113880000	PO
chr3	113880000	113920000	IMR90
chr3	114040000	114080000	SX
chr3	114920000	114960000	MSC
chr3	114960000	115000000	IMR90
chr3	115000000	115040000	LI
chr3	115040000	115080000	OV
chr3	115560000	115600000	BL, CO, HC, LI, OV
chr3	115600000	115640000	AD, AO, IMR90, LG, LV, MES, MSC, NPC, PO, RV
chr3	115640000	115680000	GM12878, H1, PA, SX
chr3	115680000	115720000	SB, TRO
chr3	116200000	116240000	LI, PA, SB
chr3	116240000	116280000	BL
chr3	116320000	116360000	GM12878, LG, OV
chr3	116360000	116400000	H1, MSC, TRO
chr3	116400000	116440000	CO, HC, MES, NPC
chr3	116440000	116480000	IMR90
chr3	117240000	117280000	CO, MES
chr3	117280000	117320000	H1
chr3	117480000	117520000	GM12878
chr3	117720000	117760000	LI
chr3	117760000	117800000	SB
chr3	117840000	117880000	SX
chr3	117880000	117920000	PA
chr3	118560000	118600000	SX
chr3	118640000	118680000	CO, NPC, PA
chr3	118680000	118720000	TRO
chr3	11880000	11920000	MES
chr3	118800000	118840000	GM12878, IMR90
chr3	118840000	118880000	AO, LG, PA, RV, SB
chr3	118880000	118920000	H1, LV, MSC, PO
chr3	118920000	118960000	BL, CO, HC, LI, OV
chr3	118960000	119000000	AD, MES
chr3	11920000	11960000	H1
chr3	119400000	119440000	H1
chr3	119440000	119480000	NPC
chr3	119480000	119520000	GM12878, TRO
chr3	11960000	12000000	IMR90, LG, SB
chr3	119960000	120000000	H1
chr3	12000000	12040000	AO, BL, GM12878, LV, MSC, OV, RV, TRO
chr3	120040000	120080000	MES, SB
chr3	120160000	120200000	GM12878, TRO
chr3	120240000	120280000	OV
chr3	12040000	12080000	AD, HC, PA, PO
chr3	120560000	120600000	TRO
chr3	120600000	120640000	AD, MSC
chr3	120640000	120680000	IMR90, LI, PO, RV
chr3	120680000	120720000	LG, LV
chr3	12080000	12120000	NPC, SX
chr3	121080000	121120000	LV
chr3	121120000	121160000	HC, PO, RV, SX
chr3	121160000	121200000	CO, GM12878, LG
chr3	12120000	12160000	LI
chr3	121200000	121240000	AD, H1, LI, MSC, NPC, SB
chr3	121240000	121280000	AO, BL, IMR90, MES, OV, PA, TRO
chr3	122040000	122080000	LG, PO, SX
chr3	122080000	122120000	HC, LI, LV, OV, PA
chr3	122120000	122160000	AD, CO, H1, IMR90, MES, MSC, NPC, RV, SB, TRO
chr3	122160000	122200000	BL
chr3	122440000	122480000	SB
chr3	122480000	122520000	BL, IMR90, NPC
chr3	122520000	122560000	LG, OV
chr3	122560000	122600000	LV, MSC, RV
chr3	122600000	122640000	AO, LI
chr3	122960000	123000000	AO
chr3	123240000	123280000	IMR90, MSC, TRO
chr3	123280000	123320000	CO, LI, MES, PA, SB
chr3	123320000	123360000	GM12878, H1, LG, NPC, PO, SX
chr3	123360000	123400000	BL, HC, LV, RV
chr3	123400000	123440000	AD
chr3	123440000	123480000	OV
chr3	124240000	124280000	GM12878
chr3	124320000	124360000	SB
chr3	124360000	124400000	CO, LI, OV, RV, SX
chr3	124400000	124440000	HC, LG, MSC, NPC, PO
chr3	124440000	124480000	AD, IMR90, LV
chr3	124480000	124520000	BL, H1
chr3	124520000	124560000	PA
chr3	124560000	124600000	AO, MES, TRO
chr3	125440000	125480000	AO, BL, IMR90, LG, MES, MSC, NPC, PA, PO, TRO
chr3	125480000	125520000	H1, LV, RV, SB
chr3	125520000	125560000	GM12878, OV, SX
chr3	125560000	125600000	AD
chr3	125680000	125720000	CO
chr3	125760000	125800000	HC
chr3	125800000	125840000	LI
chr3	126120000	126160000	HC
chr3	126160000	126200000	AD, CO, PA, RV
chr3	126200000	126240000	BL, LI, OV
chr3	126240000	126280000	PO
chr3	127280000	127320000	CO, GM12878, SB
chr3	127320000	127360000	AD, AO, BL, HC, IMR90, LG, LV, OV, PO, RV, SX
chr3	127360000	127400000	H1, LI, MES, MSC, NPC
chr3	127400000	127440000	PA
chr3	127720000	127760000	H1, LV, PA, TRO
chr3	127760000	127800000	AD, AO, BL, CO, HC, LI, MES, MSC, NPC, OV, PO, RV, SX
chr3	127800000	127840000	IMR90, LG, SB
chr3	127920000	127960000	GM12878
chr3	128320000	128360000	GM12878, SX
chr3	128360000	128400000	SB
chr3	128400000	128440000	LI
chr3	128520000	128560000	NPC, OV
chr3	128680000	128720000	IMR90
chr3	12880000	12920000	CO, SX
chr3	129000000	129040000	IMR90, NPC
chr3	129040000	129080000	H1, MES, TRO
chr3	129080000	129120000	CO, GM12878, HC, MSC
chr3	129120000	129160000	AD, BL, LG, LI, LV, OV, PO, RV
chr3	129160000	129200000	AO, PA
chr3	12920000	12960000	H1, HC, MES, NPC
chr3	129200000	129240000	SB, SX
chr3	12960000	13000000	PA
chr3	129720000	129760000	OV
chr3	129760000	129800000	AO, BL, LI, MES
chr3	129800000	129840000	AD, CO, GM12878, H1, MSC, PA, RV, SB, TRO
chr3	129840000	129880000	HC, IMR90, LG, LV, NPC, PO, SX
chr3	13000000	13040000	LI
chr3	13040000	13080000	AD, BL, GM12878, IMR90, LV, MSC, SB, TRO
chr3	130400000	130440000	MES
chr3	130480000	130520000	TRO
chr3	13080000	13120000	AO, LG, OV, PO
chr3	13120000	13160000	RV
chr3	131960000	132000000	SB
chr3	132000000	132040000	OV, SX
chr3	132040000	132080000	MSC
chr3	132080000	132120000	GM12878, IMR90, LI, PA, RV
chr3	132120000	132160000	AD, AO, BL, LG, LV, PO
chr3	132160000	132200000	TRO
chr3	132200000	132240000	NPC
chr3	132240000	132280000	HC, MES
chr3	132280000	132320000	CO, H1
chr3	132320000	132360000	SB
chr3	132360000	132400000	AO
chr3	132400000	132440000	OV
chr3	132440000	132480000	MSC
chr3	133440000	133480000	MES
chr3	133520000	133560000	H1, NPC
chr3	133560000	133600000	IMR90, LG, SB
chr3	133600000	133640000	TRO
chr3	133800000	133840000	OV
chr3	133880000	133920000	AD
chr3	133920000	133960000	PO
chr3	134240000	134280000	AD, CO, HC, LI, LV, PO, RV
chr3	134280000	134320000	AO, BL, GM12878, H1, LG, MES, NPC, OV, PA, SX
chr3	134320000	134360000	IMR90, MSC, SB, TRO
chr3	13480000	13520000	MES
chr3	13560000	13600000	AD, AO, HC, LI, NPC, OV
chr3	135640000	135680000	AO, BL, CO, GM12878, HC, LG, LI, LV, RV, SB, TRO
chr3	135680000	135720000	AD, H1, IMR90, MSC, OV, PA, PO, SX
chr3	135720000	135760000	MES, NPC
chr3	13600000	13640000	H1, PA
chr3	13640000	13680000	GM12878
chr3	136720000	136760000	NPC
chr3	136760000	136800000	AD, BL, CO, H1, MES, OV, TRO
chr3	13680000	13720000	BL, RV, SX
chr3	136800000	136840000	AO, GM12878, HC, IMR90, LG, LI, LV, MSC, PA, PO, RV, SB
chr3	136840000	136880000	SX
chr3	137760000	137800000	SX
chr3	137800000	137840000	IMR90, LG, MSC, PO
chr3	137840000	137880000	AO, CO, HC, LI, PA, SB, TRO
chr3	137880000	137920000	AD, BL, GM12878, H1, LV
chr3	137920000	137960000	MES, NPC, OV, RV
chr3	13800000	13840000	SB
chr3	138680000	138720000	BL, SB
chr3	138720000	138760000	AD, CO, HC, LG, LV, MSC, NPC, PA, PO, RV
chr3	138760000	138800000	AO, IMR90
chr3	138800000	138840000	SX
chr3	139000000	139040000	OV, PO, RV
chr3	139040000	139080000	CO, HC, LV, NPC, PA, SX
chr3	139080000	139120000	AD, H1, MES, MSC, TRO
chr3	139120000	139160000	GM12878, IMR90, LI
chr3	139360000	139400000	SB
chr3	140880000	140920000	GM12878, SX
chr3	140920000	140960000	CO, HC, IMR90, LG, LI, LV, MSC, PO, SB
chr3	140960000	141000000	AD, AO, BL, NPC, OV, RV
chr3	141000000	141040000	H1, MES, PA, TRO
chr3	14120000	14160000	HC, MSC, OV
chr3	14160000	14200000	BL, TRO
chr3	141600000	141640000	MES
chr3	141640000	141680000	LI
chr3	14200000	14240000	H1, LI, LV, NPC
chr3	142080000	142120000	H1, MES
chr3	142120000	142160000	TRO
chr3	142160000	142200000	BL, CO, LG, LV, NPC, OV, PA
chr3	142200000	142240000	AO, HC, MSC, RV, SX
chr3	142240000	142280000	GM12878, IMR90, LI, PO
chr3	142280000	142320000	AD
chr3	14240000	14280000	MES
chr3	142640000	142680000	MSC
chr3	142680000	142720000	BL, CO, HC
chr3	142720000	142760000	LG, LI, MES, NPC, SB
chr3	142760000	142800000	H1, LV, RV, TRO
chr3	143400000	143440000	RV
chr3	143440000	143480000	LV, SB
chr3	143480000	143520000	AD, AO, CO, H1, HC, LG, MES, NPC, OV, TRO
chr3	143520000	143560000	BL, GM12878, IMR90, LI, PA, PO
chr3	143560000	143600000	MSC
chr3	143600000	143640000	SX
chr3	144200000	144240000	LG
chr3	144480000	144520000	MES, NPC
chr3	144520000	144560000	H1
chr3	144640000	144680000	TRO
chr3	14520000	14560000	GM12878
chr3	145360000	145400000	SB
chr3	145400000	145440000	AD, PA
chr3	145560000	145600000	PO
chr3	14560000	14600000	HC
chr3	145600000	145640000	IMR90
chr3	145640000	145680000	RV, SX
chr3	145680000	145720000	LG, LV
chr3	145720000	145760000	LI, OV
chr3	145800000	145840000	GM12878, MES
chr3	145840000	145880000	TRO
chr3	145880000	145920000	H1, HC
chr3	145960000	146000000	NPC
chr3	14600000	14640000	CO, RV
chr3	146360000	146400000	AO, BL, CO, HC, IMR90, LV, MSC, NPC, PO
chr3	14640000	14680000	BL, LI, LV
chr3	146400000	146440000	AD, H1, LG, LI, MES, OV, RV, TRO
chr3	146440000	146480000	GM12878, PA
chr3	146480000	146520000	SX
chr3	146560000	146600000	SB
chr3	14680000	14720000	AD, H1, MES, PO
chr3	146960000	147000000	MES, TRO
chr3	148520000	148560000	SX
chr3	148600000	148640000	GM12878, LG, OV
chr3	148640000	148680000	AO, H1, IMR90, LV, MSC, PA, PO, RV, SB
chr3	148680000	148720000	BL, LI, MES, TRO
chr3	148720000	148760000	AD, CO, HC, NPC
chr3	149040000	149080000	NPC
chr3	149080000	149120000	CO, HC
chr3	149120000	149160000	MES
chr3	149160000	149200000	H1
chr3	149520000	149560000	HC, MSC, PO, RV, TRO
chr3	149560000	149600000	AD, AO, BL, H1, IMR90, LG, LV, MES, PA, SB, SX
chr3	149600000	149640000	OV
chr3	150320000	150360000	AD, MSC, OV
chr3	150360000	150400000	AO, BL, IMR90, NPC, PO, SX
chr3	15040000	15080000	AO, GM12878, OV
chr3	150400000	150440000	CO, LG, PA, RV
chr3	150440000	150480000	HC, LV, TRO
chr3	150480000	150520000	H1, SB
chr3	150520000	150560000	MES
chr3	15080000	15120000	H1, LG, LI, MSC, NPC, PA, PO, SX, TRO
chr3	150840000	150880000	GM12878, HC, MES
chr3	150880000	150920000	H1, LI, LV, OV, RV
chr3	150920000	150960000	AD, AO, NPC
chr3	150960000	151000000	LG, SB, TRO
chr3	151000000	151040000	PA, SX
chr3	15120000	15160000	AD, BL, CO, IMR90, LV, MES, RV, SB
chr3	151480000	151520000	GM12878
chr3	151560000	151600000	AO
chr3	15160000	15200000	HC
chr3	151640000	151680000	BL, CO, H1, HC, IMR90, LI, LV, NPC, OV, RV
chr3	151680000	151720000	AD, MES, MSC, PA, PO, SB, TRO
chr3	151720000	151760000	LG, SX
chr3	152200000	152240000	H1, MES
chr3	152280000	152320000	NPC, TRO
chr3	152320000	152360000	AD, MSC, SB
chr3	152360000	152400000	BL, LI, OV, PA
chr3	152400000	152440000	AO, IMR90, LG, PO
chr3	152440000	152480000	SX
chr3	152560000	152600000	OV
chr3	152600000	152640000	CO, HC
chr3	152640000	152680000	NPC
chr3	152680000	152720000	H1, LV, MES, MSC, RV, SB
chr3	152720000	152760000	GM12878
chr3	153920000	153960000	AD, TRO
chr3	153960000	154000000	GM12878, LI
chr3	154000000	154040000	BL, CO, H1, IMR90, LG, MSC, PA, PO, SX
chr3	154040000	154080000	AO, HC, LV, MES, NPC, OV, RV
chr3	154080000	154120000	SB
chr3	155080000	155120000	MES
chr3	155120000	155160000	H1
chr3	15520000	15560000	BL, CO, IMR90, LI, LV, PO
chr3	155480000	155520000	GM12878
chr3	155520000	155560000	AO, SX
chr3	155560000	155600000	AD, BL, CO, HC, LG, LV, OV, PA, PO
chr3	15560000	15600000	MSC
chr3	155600000	155640000	IMR90, LI, NPC, RV, TRO
chr3	155640000	155680000	H1, MES, MSC, SB
chr3	15600000	15640000	AD, LG
chr3	156200000	156240000	MES
chr3	156240000	156280000	AO, H1, OV
chr3	15640000	15680000	SX
chr3	157040000	157080000	AO
chr3	157120000	157160000	GM12878, H1, MES, OV
chr3	157160000	157200000	CO, LI, RV, SB
chr3	157200000	157240000	BL, HC, LV, MSC, PA, PO, TRO
chr3	157240000	157280000	AD, IMR90, LG, NPC, SX
chr3	158400000	158440000	CO, HC, MES, NPC
chr3	158440000	158480000	BL, GM12878, H1, LG, LI, PA, PO, TRO
chr3	158480000	158520000	AD, LV, MSC, RV
chr3	158520000	158560000	IMR90, SX
chr3	158560000	158600000	AO, OV, SB
chr3	158920000	158960000	MES, NPC
chr3	158960000	159000000	H1
chr3	159000000	159040000	MSC
chr3	159560000	159600000	GM12878, SX
chr3	159600000	159640000	SB
chr3	159640000	159680000	AO
chr3	159680000	159720000	MSC
chr3	159720000	159760000	LI
chr3	159760000	159800000	H1
chr3	160080000	160120000	PA
chr3	160120000	160160000	OV, SX
chr3	160160000	160200000	AD, AO, H1, LI, PO
chr3	160200000	160240000	LV, MES, NPC, RV, TRO
chr3	160240000	160280000	BL, LG, MSC
chr3	160280000	160320000	CO, GM12878, HC
chr3	160320000	160360000	IMR90
chr3	161120000	161160000	AD
chr3	161160000	161200000	H1, HC, MES
chr3	161200000	161240000	BL, CO, GM12878, LG, LI, MSC, NPC, OV, PO, RV, TRO
chr3	161240000	161280000	AO, LV, PA, SB
chr3	161280000	161320000	IMR90, SX
chr3	16240000	16280000	LG, LV
chr3	162760000	162800000	AD, AO
chr3	16280000	16320000	AO, GM12878, H1, LI, MES, MSC, RV, SB, SX
chr3	162840000	162880000	GM12878
chr3	162880000	162920000	BL, IMR90
chr3	163040000	163080000	OV, SX
chr3	163120000	163160000	PO
chr3	163160000	163200000	GM12878
chr3	16320000	16360000	AD, BL, CO, HC, NPC, PA, PO, TRO
chr3	163240000	163280000	TRO
chr3	163360000	163400000	LV, MSC, NPC
chr3	163400000	163440000	BL, H1, LG, MES, RV
chr3	163480000	163520000	LI, PA
chr3	163520000	163560000	CO, HC
chr3	163600000	163640000	AD, SX
chr3	163760000	163800000	AO
chr3	164040000	164080000	SB
chr3	164880000	164920000	AO
chr3	164920000	164960000	BL, GM12878, IMR90, TRO
chr3	164960000	165000000	AD, CO, H1, LI, MES, MSC, NPC, PO, RV, SB
chr3	165000000	165040000	HC, LG, SX
chr3	165040000	165080000	LV, PA
chr3	165120000	165160000	OV
chr3	16520000	16560000	OV
chr3	165560000	165600000	LI
chr3	16560000	16600000	LG, LV, PO
chr3	165600000	165640000	SB
chr3	165640000	165680000	AO
chr3	16600000	16640000	IMR90, MSC
chr3	166960000	167000000	OV, SB, SX
chr3	167000000	167040000	AD, AO, CO, GM12878, HC
chr3	167040000	167080000	PA, PO
chr3	167080000	167120000	H1, LG, MES, MSC, TRO
chr3	167120000	167160000	LI, LV, NPC
chr3	167160000	167200000	BL, RV
chr3	167400000	167440000	IMR90
chr3	167480000	167520000	LI
chr3	167520000	167560000	MSC
chr3	167600000	167640000	GM12878, SB, TRO
chr3	167640000	167680000	H1, MES
chr3	167680000	167720000	NPC
chr3	167720000	167760000	HC, PA
chr3	167760000	167800000	CO
chr3	167880000	167920000	OV
chr3	167920000	167960000	SX
chr3	167960000	168000000	SB
chr3	168560000	168600000	LG
chr3	168600000	168640000	AO, IMR90, MSC, NPC
chr3	168640000	168680000	BL, CO, HC, LV, MES, PO, TRO
chr3	168680000	168720000	PA, RV, SB
chr3	168720000	168760000	AD, H1
chr3	168760000	168800000	LI
chr3	168800000	168840000	SX
chr3	169360000	169400000	SX
chr3	169440000	169480000	GM12878
chr3	169480000	169520000	LI, PO, SB
chr3	169520000	169560000	AO, LG
chr3	169560000	169600000	CO, HC, MES, PA, TRO
chr3	169600000	169640000	H1, NPC, RV
chr3	169640000	169680000	IMR90
chr3	169720000	169760000	MSC, OV
chr3	169840000	169880000	AD, BL
chr3	169880000	169920000	PA, RV
chr3	169920000	169960000	HC, LV
chr3	169960000	170000000	LG
chr3	170080000	170120000	PO
chr3	170120000	170160000	SX
chr3	170560000	170600000	AD, BL, HC, LI, LV, PA, PO, RV, SB
chr3	170600000	170640000	AO, CO, GM12878, H1, IMR90, LG, MES, MSC, NPC, OV, SX, TRO
chr3	171240000	171280000	NPC
chr3	171280000	171320000	BL, LV, OV
chr3	171320000	171360000	AO, LG, LI, MSC, PA, PO, RV, SX, TRO
chr3	171360000	171400000	AD, GM12878, IMR90, MES
chr3	171400000	171440000	H1
chr3	17240000	17280000	NPC, OV
chr3	172440000	172480000	H1, NPC, OV
chr3	172480000	172520000	AD, BL, CO, HC, LV, MES, MSC, PA, RV, SB, TRO
chr3	172520000	172560000	AO, IMR90, LG, LI, PO
chr3	172560000	172600000	GM12878, SX
chr3	17280000	17320000	BL, HC
chr3	17320000	17360000	CO, H1, IMR90, LI, MES, MSC
chr3	17360000	17400000	SB, TRO
chr3	173680000	173720000	SX
chr3	173760000	173800000	H1, RV
chr3	173800000	173840000	LG, MES, TRO
chr3	173880000	173920000	NPC
chr3	17400000	17440000	AO, GM12878, LV, RV, SX
chr3	174000000	174040000	LI
chr3	174040000	174080000	NPC
chr3	174120000	174160000	PA
chr3	174160000	174200000	CO
chr3	17440000	17480000	AD, PA
